Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
34.173.20.6-192.168.137.174-443-44162-6,34.173.20.6,443,192.168.137.174,44162,6,05/09/2023 03:09:13 PM,29736192,5,6,63.0,24.0,39.0,0.0,12.6,18.04993074778959,24.0,0.0,4.0,9.797958971132712,2.9257276789173274,0.3699195915872483,2973619.2,6141274.606415527,15029581.0,0.0,29284608.0,7321152.000000001,8459386.010867022,15051579.0,0.0,29714194.0,5942838.799999999,8137774.947083674,15056332.0,0.0,0,0,0,0,160,192,0.1681452689032946,0.2017743226839536,0.0,39.0,7.25,13.625677631189244,185.65909090909088,1,0,1,3,11,0,0,0,1.0,7.909090909090909,12.6,4.0,0,0,0,0,0,0,2,31,3,12,331,317,2,32,24374.5,3360.8785309796604,26751.0,21998.0,14617078.5,583366.6300128077,15029581.0,14204576.0,DDoS UDP Flood,1
192.168.137.174-34.173.20.6-44162-443-6,192.168.137.174,44162,34.173.20.6,443,6,05/09/2023 03:09:43 PM,75902,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.34976680456378,75902.0,0.0,75902.0,75902.0,75902.0,75902.0,0.0,75902.0,75902.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,26.34976680456378,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS UDP Flood,1
192.168.137.250-192.168.137.216-1883-54896-6,192.168.137.250,1883,192.168.137.216,54896,6,05/09/2023 03:09:09 PM,48406991,79,71,10059.0,0.0,624.0,0.0,127.32911392405066,122.01237027648816,0.0,0.0,0.0,0.0,207.80056335251248,3.098725967081904,324879.13422818785,370525.02214711095,1673908.0,2872.0,48406991.0,620602.4487179485,373864.34228538617,1691656.0,17113.0,46603359.0,665762.2714285713,688988.0422336684,2672855.0,7897.0,1,0,0,0,2516,2284,1.631995675996469,1.4667302910854343,0.0,624.0,67.80794701986754,108.93745699447844,11867.36953642384,0,0,1,78,149,0,0,0,0.0,68.26,127.32911392405065,0.0,0,0,0,2116,17,246,9,1257,8,0,64,2047,77,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS UDP Flood,1
192.168.137.174-18.66.220.86-33388-443-6,192.168.137.174,33388,18.66.220.86,443,6,05/09/2023 03:09:30 PM,29871634,3,3,24.0,0.0,24.0,0.0,8.0,13.856406460551018,0.0,0.0,0.0,0.0,0.8034378032350021,0.2008594508087505,5974326.799999999,13318649.2549854,29799429.0,0.0,29835226.0,14917613.0,21096690.622833192,29835226.0,0.0,29835837.0,14917918.5,21097118.422435813,29835834.0,3.0,0,0,0,0,96,96,0.1004297254043752,0.1004297254043752,0.0,24.0,3.428571428571429,9.071147352221454,82.28571428571429,2,0,0,1,6,0,0,0,1.0,4.0,8.0,0.0,0,0,0,0,0,0,3,24,3,0,1424,7443,1,32,35797.0,0.0,35797.0,35797.0,29799429.0,0.0,29799429.0,29799429.0,DDoS UDP Flood,1
192.168.137.216-192.168.137.250-54896-1883-6,192.168.137.216,54896,192.168.137.250,1883,6,05/09/2023 03:09:58 PM,4633760,2,2,0.0,723.0,0.0,0.0,0.0,0.0,370.0,353.0,361.5,12.020815280171307,156.02879734815787,0.8632298608473465,1544586.6666666667,2136840.45814032,3994512.0,65682.0,4633760.0,4633760.0,0.0,4633760.0,4633760.0,3994512.0,3994512.0,0.0,3994512.0,3994512.0,0,0,0,0,40,64,0.4316149304236732,0.4316149304236732,0.0,370.0,144.6,198.0929074954477,39240.8,0,0,2,2,2,0,0,0,1.0,180.75,0.0,361.5,0,0,0,0,0,0,2,0,2,723,0,64,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS UDP Flood,1
192.168.137.250-192.168.137.216-1883-54896-6,192.168.137.250,1883,192.168.137.216,54896,6,05/09/2023 03:10:10 PM,1087749,1,1,370.0,0.0,370.0,370.0,370.0,0.0,0.0,0.0,0.0,0.0,340.15200197839755,1.8386594701535004,1087749.0,0.0,1087749.0,1087749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,32,20,0.9193297350767502,0.9193297350767502,0.0,370.0,246.66666666666669,213.6195996001616,45633.33333333333,0,0,1,1,1,0,0,0,1.0,370.0,370.0,0.0,0,0,0,0,0,0,1,370,1,0,64,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS UDP Flood,1
34.173.20.6-192.168.137.174-443-44166-6,34.173.20.6,443,192.168.137.174,44166,6,05/09/2023 03:09:43 PM,60131878,18,13,4135.0,1760.0,1408.0,0.0,229.72222222222223,490.4605045627504,1368.0,0.0,135.3846153846154,378.6701595631609,98.0345233854163,0.5155335411277193,2004395.933333333,5157593.694062619,15054258.0,0.0,60131878.0,3537169.2941176468,6527153.817776366,15081825.0,0.0,45485732.0,3790477.666666667,6807738.472027902,15091486.0,0.0,0,0,0,0,584,424,0.2993420561386757,0.2161914849890436,0.0,1408.0,184.21875,436.7134392530113,190718.62802419355,1,2,1,11,30,0,0,0,0.0,190.16129032258064,229.72222222222223,135.3846153846154,0,0,0,5832,10,31916,4,1033,3,440,43648,295,8,32,85855.0,118061.07499369411,262940.0,25384.0,14931222.5,234790.9716840353,15054258.0,14579146.0,DDoS UDP Flood,1
34.173.20.6-192.168.137.174-443-44166-6,34.173.20.6,443,192.168.137.174,44166,6,05/09/2023 03:10:43 PM,11869,1,3,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,13.856406460551018,2022.0743112309376,337.0123852051563,3956.333333333333,6379.652994743001,11316.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,276.5,391.0300499961608,553.0,0.0,0,0,0,0,20,96,84.25309630128908,252.75928890386723,0.0,24.0,4.8,10.73312629199899,115.2,1,0,1,1,3,0,0,0,3.0,6.0,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,295,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS UDP Flood,1
89.187.179.162-192.168.137.250-443-41168-6,89.187.179.162,443,192.168.137.250,41168,6,05/09/2023 03:09:10 PM,102399527,23,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4199238146871518,2438083.976190476,3359193.0575651103,9953681.0,0.0,102399527.0,4654523.954545457,3507111.7803283725,10245106.0,75722.0,95102696.0,5005405.052631578,4221736.840100877,11990949.0,0.0,0,0,0,0,736,640,0.2246104125070812,0.1953134021800706,0.0,0.0,0.0,0.0,0.0,0,0,1,0,43,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,501,501,0,32,3011717.333333333,3089772.0695251534,10365095.0,367147.0,8366007.888888889,1463228.432277531,9953681.0,5480531.0,DDoS UDP Flood,1
89.187.179.162-192.168.137.250-443-37140-6,89.187.179.162,443,192.168.137.250,37140,6,05/09/2023 03:10:53 PM,338522,9,8,3131.0,1540.0,1448.0,0.0,347.88888888888886,565.2062553715335,1094.0,0.0,192.50000000000003,379.57796112449495,13798.216954880334,50.2183019124311,21157.625,28155.64071815806,106276.0,0.0,281538.0,35192.25,40842.81818578565,116666.0,0.0,305703.0,43671.857142857145,68595.36290311119,191246.0,0.0,0,0,0,0,296,264,26.58615983599293,23.632142076438164,0.0,1448.0,259.50000000000006,468.9027555022972,219869.79411764708,2,2,0,7,16,0,0,0,0.0,274.7647058823529,347.8888888888889,192.5,0,0,0,4671,8,21672,0,0,0,0,65160,501,5,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS UDP Flood,1
